YEAR,REGION,AREA,SOURCE_LOAN,PURPOSE_BORROW,VALUE,UNIT,SOURCE
2558,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,3296,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",66527,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,21276,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,22864,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,124,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,รวม,4120,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,546,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,94,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",2696,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,701,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,60,บาท,สำนักงานสถิติแห่งชาติ
2558,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,24,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,รวม,รวม,178994,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,65011,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,รวม,ใช้ในการศึกษา,2868,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",69770,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,รวม,ใช้ในการทำธุรกิจ,15264,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,รวม,ใช้ในการทำการเกษตร,24970,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,รวม,อื่นๆ,1111,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",รวม,174714,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,64543,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",ใช้ในการศึกษา,2806,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",67944,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,13856,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,24548,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",อื่นๆ,1018,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,รวม,4280,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,468,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,ใช้ในการศึกษา,62,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",1827,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,1408,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,ใช้ในการทำการเกษตร,422,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,อื่นๆ,93,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,รวม,196052,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,91354,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,ใช้ในการศึกษา,3361,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",74275,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,15801,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,10000,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,อื่นๆ,1260,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",รวม,190911,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,90912,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,3311,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",72199,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,13438,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,9840,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,1210,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,รวม,5141,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,442,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,49,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",2076,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,2363,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,160,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,51,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,รวม,164035,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,41909,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,ใช้ในการศึกษา,2436,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",65820,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,14793,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,38097,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,อื่นๆ,980,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",รวม,160511,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,41419,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,2363,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",64212,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,14223,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,37445,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,849,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,รวม,3525,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,491,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,73,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",1608,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,570,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,652,บาท,สำนักงานสถิติแห่งชาติ
2560,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,131,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,รวม,219505,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,136252,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,ใช้ในการศึกษา,2097,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",66586,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,ใช้ในการทำธุรกิจ,12569,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,ใช้ในการทำการเกษตร,823,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,อื่นๆ,1177,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",รวม,212883,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,135750,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",ใช้ในการศึกษา,2040,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",63871,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,9250,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,821,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",อื่นๆ,1151,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,หนี้นอกระบบ,รวม,6622,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,502,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,หนี้นอกระบบ,ใช้ในการศึกษา,57,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",2715,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,3320,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,หนี้นอกระบบ,ใช้ในการทำการเกษตร,2,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,หนี้นอกระบบ,อื่นๆ,26,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,รวม,รวม,201662,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,123064,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,รวม,ใช้ในการศึกษา,2236,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",64437,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,10545,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,29,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,รวม,อื่นๆ,1351,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"หนี้ในระบบ ",รวม,194187,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,122503,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,2168,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",61473,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,6663,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,29,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,1351,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,หนี้นอกระบบ,รวม,7475,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,561,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,67,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",2964,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,3882,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,0,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",ในเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,0,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,รวม,รวม,316106,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,207650,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,รวม,ใช้ในการศึกษา,1349,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",78220,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,23527,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,5124,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,รวม,อื่นๆ,237,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"หนี้ในระบบ ",รวม,314102,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,207466,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,1349,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",76851,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,23255,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,5110,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,71,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,หนี้นอกระบบ,รวม,2004,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,184,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,0,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",1369,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,272,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,14,บาท,สำนักงานสถิติแห่งชาติ
2560,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,166,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,รวม,รวม,153243,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,57676,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,รวม,ใช้ในการศึกษา,1413,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",59924,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,รวม,ใช้ในการทำธุรกิจ,12898,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,รวม,ใช้ในการทำการเกษตร,20241,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,รวม,อื่นๆ,1091,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"หนี้ในระบบ ",รวม,148123,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,56952,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"หนี้ในระบบ ",ใช้ในการศึกษา,1383,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",57952,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,11386,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,19398,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,"หนี้ในระบบ ",อื่นๆ,1051,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,หนี้นอกระบบ,รวม,5120,บาท,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รวม,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,723,บาท,สำนักงานสถิติแห่งชาติ
